variant_id,flip_rate,n
T5_arial_all_caps,0.2361111111111111,360
T7_comic,0.15833333333333333,360
T6_monospace,0.15,360
T3_arial_regular,0.14722222222222223,360
T2_times_bold,0.14722222222222223,360
A1_opendyslexic_regular,0.1388888888888889,360
T1_times_regular,0.1388888888888889,360
T4_arial_bold,0.1388888888888889,360
T8_small_text,0.1,30
