mean,ci_low,ci_high,n,variant_id
0.14166666666666666,0.115375,0.1684412955465586,360,A1_opendyslexic_regular
0.14166666666666666,0.11362154150197629,0.16957608695652168,360,T1_times_regular
0.15,0.125,0.175,360,T2_times_bold
0.15,0.12173913043478261,0.17727272727272728,360,T3_arial_regular
0.14166666666666666,0.11578947368421053,0.16818181818181818,360,T4_arial_bold
0.23333333333333334,0.2,0.2650054347826087,360,T5_arial_all_caps
0.1527777777777778,0.125,0.18095238095238095,360,T6_monospace
0.16111111111111112,0.1347463768115942,0.18751249999999994,360,T7_comic
