variant_id,approval_rate_text,approval_rate_image,n
T5_arial_all_caps,0.36944444444444446,0.37222222222222223,360
T4_arial_bold,0.36944444444444446,0.2861111111111111,360
T2_times_bold,0.36944444444444446,0.2777777777777778,360
T6_monospace,0.36944444444444446,0.275,360
T1_times_regular,0.36944444444444446,0.275,360
T3_arial_regular,0.36944444444444446,0.2722222222222222,360
A1_opendyslexic_regular,0.36944444444444446,0.26944444444444443,360
T7_comic,0.36944444444444446,0.2611111111111111,360
T8_small_text,0.26666666666666666,0.16666666666666666,30
