mean,ci_low,ci_high,n,variant_id
0.19444444444444445,0.08695652173913043,0.2858630952380944,36,A1_opendyslexic_regular
0.19444444444444445,0.08695652173913043,0.2858630952380944,36,T1_times_regular
0.2222222222222222,0.1111111111111111,0.32,36,T2_times_bold
0.2222222222222222,0.1111111111111111,0.32,36,T3_arial_regular
0.2222222222222222,0.1111111111111111,0.32,36,T4_arial_bold
0.16666666666666666,0.07361111111111113,0.2608695652173913,36,T5_arial_all_caps
0.2222222222222222,0.1111111111111111,0.32,36,T6_monospace
0.2222222222222222,0.1111111111111111,0.32,36,T7_comic
0.2222222222222222,0.1111111111111111,0.32,36,T8_small_text
