variant_id,flip_rate,n
A1_opendyslexic_regular,0.2841225626740947,359
T7_comic,0.25555555555555554,360
T5_arial_all_caps,0.225,360
T4_arial_bold,0.20555555555555555,360
T6_monospace,0.19722222222222222,360
T1_times_regular,0.19498607242339833,359
T3_arial_regular,0.19166666666666668,360
T2_times_bold,0.19166666666666668,360
