sentence_id,flip_rate,n
8,0.6125,80
20,0.4375,80
22,0.3625,80
7,0.3625,80
13,0.3125,80
15,0.3125,80
32,0.3125,80
6,0.3125,80
27,0.3,80
10,0.27848101265822783,79
33,0.25,80
9,0.24050632911392406,79
19,0.2375,80
29,0.2375,80
26,0.225,80
21,0.225,80
17,0.2125,80
36,0.2125,80
1,0.2125,80
2,0.2,80
14,0.2,80
24,0.1875,80
18,0.1875,80
31,0.1875,80
16,0.15,80
3,0.15,80
34,0.1375,80
11,0.1375,80
25,0.1375,80
28,0.1375,80
4,0.125,80
12,0.1125,80
35,0.05,80
30,0.05,80
5,0.0375,80
23,0.0125,80
