variant_id,approval_rate_ocr,approval_rate_image,n
T1_times_regular,0.4401114206128134,0.3064066852367688,359
T2_times_bold,0.44166666666666665,0.3,360
T5_arial_all_caps,0.44166666666666665,0.3,360
T4_arial_bold,0.44166666666666665,0.2972222222222222,360
T3_arial_regular,0.44166666666666665,0.29444444444444445,360
T6_monospace,0.44166666666666665,0.2833333333333333,360
T7_comic,0.44166666666666665,0.24722222222222223,360
A1_opendyslexic_regular,0.4428969359331476,0.2200557103064067,359
