variant_id,flip_rate,n
T2_times_bold,0.2222222222222222,36
T8_small_text,0.2222222222222222,36
T3_arial_regular,0.2222222222222222,36
T4_arial_bold,0.2222222222222222,36
T6_monospace,0.2222222222222222,36
T7_comic,0.2222222222222222,36
A1_opendyslexic_regular,0.19444444444444445,36
T1_times_regular,0.19444444444444445,36
T5_arial_all_caps,0.16666666666666666,36
