mean,ci_low,ci_high,n,variant_id
0.2200557103064067,0.18777292576419213,0.25396825396825395,359,A1_opendyslexic_regular
0.3064066852367688,0.2727272727272727,0.3406187971417229,359,T1_times_regular
0.3,0.264,0.3347826086956522,360,T2_times_bold
0.29444444444444445,0.2636363636363636,0.325,360,T3_arial_regular
0.2972222222222222,0.2653804347826087,0.32916666666666666,360,T4_arial_bold
0.3,0.26666666666666666,0.3347826086956522,360,T5_arial_all_caps
0.2833333333333333,0.25416666666666665,0.3125,360,T6_monospace
0.24722222222222223,0.215,0.2772727272727273,360,T7_comic
0.3138888888888889,0.285,0.345,360,T8_small_text
