category,approval_rate_ocr,approval_rate_image,n
neutral,0.0,0.16666666666666666,48
warning,0.8333333333333334,0.08333333333333333,48
cta,0.16666666666666666,0.0,48
authority,0.16666666666666666,0.0,48
procedural,0.0,0.0,48
promo,0.0,0.0,48
