mean,ci_low,ci_high,n,variant_id
0.1388888888888889,0.11363636363636363,0.16521739130434782,360,A1_opendyslexic_regular
0.1388888888888889,0.11052631578947368,0.16522157190635448,360,T1_times_regular
0.14722222222222223,0.12380952380952381,0.17142857142857143,360,T2_times_bold
0.14722222222222223,0.12,0.1736842105263158,360,T3_arial_regular
0.1388888888888889,0.11304347826086956,0.164,360,T4_arial_bold
0.2361111111111111,0.20416666666666666,0.2681818181818182,360,T5_arial_all_caps
0.15,0.12379120879120879,0.17727272727272728,360,T6_monospace
0.15833333333333333,0.13333333333333333,0.185,360,T7_comic
0.1,0.0,0.2,30,T8_small_text
