mean,ci_low,ci_high,n,variant_id
0.0,0.0,0.0,36,A1_opendyslexic_regular
0.0,0.0,0.0,36,T1_times_regular
0.0,0.0,0.0,36,T2_times_bold
0.0,0.0,0.0,36,T3_arial_regular
0.0,0.0,0.0,36,T4_arial_bold
0.0,0.0,0.0,36,T5_arial_all_caps
0.0,0.0,0.0,36,T6_monospace
0.0,0.0,0.0,36,T7_comic
0.0,0.0,0.0,36,T8_small_text
