variant_id,flip_rate,n
T7_comic,0.225,360
A1_opendyslexic_regular,0.18888888888888888,360
T2_times_bold,0.16111111111111112,360
T3_arial_regular,0.16111111111111112,360
T4_arial_bold,0.15555555555555556,360
T5_arial_all_caps,0.15555555555555556,360
T1_times_regular,0.1527777777777778,360
T6_monospace,0.14444444444444443,360
T8_small_text,0.13333333333333333,360
