variant_bucket,approval_rate_text,approval_rate_image,n
capitalization,0.38333333333333336,0.4444444444444444,360
emphasis,0.38333333333333336,0.4074074074074074,1080
font_family,0.38333333333333336,0.37555555555555553,1800
