provider,variant_id,n_items,mean_delta_p,mean_delta_fav,ci_lo_fav,ci_hi_fav,sign_test_p,maj_flip_rate,maj_net_fav
anthropic,A1_opendyslexic,60,-0.12083333333333333,0.12083333333333333,0.041666666666666664,0.20833333333333334,0.109375,0.13333333333333333,8
anthropic,T3_sans,60,-0.1597222222222222,0.1597222222222222,0.07706597222222224,0.2513888888888889,0.00048828125,0.16666666666666666,10
google,A1_opendyslexic,60,0.006944444444444446,-0.006944444444444446,-0.05001736111111112,0.025694444444444443,1.0,0.016666666666666666,-1
google,T3_sans,60,-0.03194444444444445,0.03194444444444445,0.004166666666666667,0.06527777777777778,0.21875,0.016666666666666666,1
openai,A1_opendyslexic,60,-0.006249999999999997,0.006249999999999997,-0.05416666666666667,0.06597222222222222,0.454498291015625,0.1,0
openai,T3_sans,60,-0.06736111111111112,0.06736111111111112,0.01527777777777778,0.125,0.000518798828125,0.08333333333333333,3
