provider,gate,n_items,mean_delta_p,mean_delta_fav,ci_lo_fav,ci_hi_fav,sign_test_p,maj_flip_rate,maj_net_fav
anthropic,appeal,40,-0.01666666666666667,-0.01666666666666667,-0.05,0.0,1.0,0.025,-1
anthropic,moderation,40,-0.13125,0.13125,0.03125,0.240625,0.125,0.15,6
anthropic,resume,40,-0.010416666666666675,-0.010416666666666675,-0.117734375,0.09273437500000009,0.7744140625,0.15,0
google,appeal,40,-0.025,-0.025,-0.075,0.0,1.0,0.025,-1
google,moderation,40,-0.02708333333333333,0.02708333333333333,-0.014583333333333334,0.07398437500000009,0.375,0.05,2
google,resume,40,0.15625,0.15625,0.06145833333333332,0.26041666666666663,0.00634765625,0.2,8
openai,appeal,40,0.020833333333333332,0.020833333333333332,0.0,0.05833333333333333,0.5,0.025,1
openai,moderation,40,-0.1,0.1,0.034375,0.1771093750000001,0.109375,0.1,4
openai,resume,40,-0.04166666666666667,-0.04166666666666667,-0.07916666666666668,-0.010416666666666666,0.0390625,0.125,-5
