provider,gate,n_items,mean_delta_p,mean_delta_fav,ci_lo_fav,ci_hi_fav,sign_test_p,maj_flip_rate,maj_net_fav
anthropic,moderation,40,-0.06458333333333334,0.06458333333333334,0.010416666666666664,0.13333333333333333,0.34375,0.1,4
anthropic,resume,40,0.0,0.0,0.0,0.0,1.0,0.0,0
google,moderation,40,0.027083333333333338,-0.027083333333333338,-0.0875,0.01145833333333333,0.7265625,0.025,-1
google,resume,40,0.0,0.0,0.0,0.0,1.0,0.0,0
openai,moderation,40,-0.07916666666666668,0.07916666666666668,0.029166666666666667,0.13541666666666669,0.03857421875,0.05,2
openai,resume,40,-0.04791666666666666,-0.04791666666666666,-0.10104166666666665,-0.003125,0.21875,0.05,-2
